sex,marstat,ehg3_01,mar_110,prv,famincg2,gender,marital,edu,employment,province,income
2,5,2,6,24,1,female,Divorced,High school diploma or high school equivalency certificate,Retired,Quebec,"Low family Income: below $60,000"
1,1,2,1,48,6,male,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Alberta,"High family Income: above $10,000"
2,6,4,1,59,2,female,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,British Columbia,"Low family Income: below $60,000"
2,1,2,1,35,5,female,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
2,1,2,6,10,2,female,Married,High school diploma or high school equivalency certificate,Retired,Newfoundland and Labroador,"Low family Income: below $60,000"
2,4,6,4,35,2,female,Separated,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Household work,Ontario,"Low family Income: below $60,000"
2,1,2,1,13,5,female,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,New Brunswick,"High family Income: above $10,000"
1,1,3,1,10,6,male,Married,Trade certificate or diploma,Working at a paid job or self-employed,Newfoundland and Labroador,"High family Income: above $10,000"
2,1,2,1,47,2,female,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Saskatchewan,"Low family Income: below $60,000"
2,3,2,1,47,5,female,Widowed,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Saskatchewan,"High family Income: above $10,000"
1,5,4,2,13,2,male,Divorced,"College, CEGEP or other non-university certificate or di. . .",Looking for paid work,New Brunswick,"Low family Income: below $60,000"
2,3,1,6,24,2,female,Widowed,Less than high school diploma or its equivalent,Retired,Quebec,"Low family Income: below $60,000"
1,1,2,1,48,6,male,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Alberta,"High family Income: above $10,000"
1,1,3,6,13,3,male,Married,Trade certificate or diploma,Retired,New Brunswick,"Low family Income: below $60,000"
1,6,4,3,24,6,male,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Going to school,Quebec,"High family Income: above $10,000"
2,6,2,1,13,2,female,"Single, never married",High school diploma or high school equivalency certificate,Working at a paid job or self-employed,New Brunswick,"Low family Income: below $60,000"
2,1,1,6,24,2,female,Married,Less than high school diploma or its equivalent,Retired,Quebec,"Low family Income: below $60,000"
2,5,6,6,24,3,female,Divorced,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Retired,Quebec,"Low family Income: below $60,000"
2,1,4,1,35,3,female,Married,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
1,3,1,6,46,3,male,Widowed,Less than high school diploma or its equivalent,Retired,Manitoba,"Low family Income: below $60,000"
2,3,6,1,46,2,female,Widowed,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Manitoba,"Low family Income: below $60,000"
1,1,5,1,11,6,male,Married,University certificate or diploma below the bachelor’s level,Working at a paid job or self-employed,Prince Edward Island,"High family Income: above $10,000"
1,5,1,1,59,3,male,Divorced,Less than high school diploma or its equivalent,Working at a paid job or self-employed,British Columbia,"Low family Income: below $60,000"
2,6,5,1,35,2,female,"Single, never married",University certificate or diploma below the bachelor’s level,Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
1,1,5,1,46,6,male,Married,University certificate or diploma below the bachelor’s level,Working at a paid job or self-employed,Manitoba,"High family Income: above $10,000"
1,2,4,6,24,6,male,Living common-law,"College, CEGEP or other non-university certificate or di. . .",Retired,Quebec,"High family Income: above $10,000"
1,1,6,1,35,6,male,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
1,5,2,6,12,1,male,Divorced,High school diploma or high school equivalency certificate,Retired,Nova Scotia,"Low family Income: below $60,000"
2,1,3,1,59,6,female,Married,Trade certificate or diploma,Working at a paid job or self-employed,British Columbia,"High family Income: above $10,000"
2,1,2,6,46,2,female,Married,High school diploma or high school equivalency certificate,Retired,Manitoba,"Low family Income: below $60,000"
2,1,2,1,47,6,female,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Saskatchewan,"High family Income: above $10,000"
2,1,2,1,24,4,female,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Quebec,"Middle family Income: $60,000 - $10,000"
2,5,3,1,48,4,female,Divorced,Trade certificate or diploma,Working at a paid job or self-employed,Alberta,"Middle family Income: $60,000 - $10,000"
1,1,1,6,47,2,male,Married,Less than high school diploma or its equivalent,Retired,Saskatchewan,"Low family Income: below $60,000"
2,6,6,1,48,4,female,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Alberta,"Middle family Income: $60,000 - $10,000"
2,1,4,1,59,6,female,Married,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,British Columbia,"High family Income: above $10,000"
2,5,2,1,11,1,female,Divorced,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Prince Edward Island,"Low family Income: below $60,000"
2,6,2,1,35,3,female,"Single, never married",High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
1,1,4,6,59,3,male,Married,"College, CEGEP or other non-university certificate or di. . .",Retired,British Columbia,"Low family Income: below $60,000"
2,2,4,1,24,3,female,Living common-law,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Quebec,"Low family Income: below $60,000"
1,6,2,1,59,1,male,"Single, never married",High school diploma or high school equivalency certificate,Working at a paid job or self-employed,British Columbia,"Low family Income: below $60,000"
1,1,2,1,35,4,male,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Ontario,"Middle family Income: $60,000 - $10,000"
2,1,6,4,35,6,female,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Household work,Ontario,"High family Income: above $10,000"
2,4,4,6,35,1,female,Separated,"College, CEGEP or other non-university certificate or di. . .",Retired,Ontario,"Low family Income: below $60,000"
2,1,2,1,35,3,female,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
2,1,6,1,35,4,female,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Ontario,"Middle family Income: $60,000 - $10,000"
2,1,7,1,35,6,female,Married,"University certificate, diploma or degree above the bach. . .",Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
1,6,6,1,35,2,male,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
2,4,6,1,35,3,female,Separated,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
1,1,7,1,35,6,male,Married,"University certificate, diploma or degree above the bach. . .",Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
2,1,4,1,35,5,female,Married,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
1,1,6,6,35,3,male,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Retired,Ontario,"Low family Income: below $60,000"
2,5,4,1,59,3,female,Divorced,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,British Columbia,"Low family Income: below $60,000"
1,1,7,6,13,4,male,Married,"University certificate, diploma or degree above the bach. . .",Retired,New Brunswick,"Middle family Income: $60,000 - $10,000"
2,2,3,1,24,4,female,Living common-law,Trade certificate or diploma,Working at a paid job or self-employed,Quebec,"Middle family Income: $60,000 - $10,000"
1,1,1,1,48,2,male,Married,Less than high school diploma or its equivalent,Working at a paid job or self-employed,Alberta,"Low family Income: below $60,000"
2,1,2,6,35,4,female,Married,High school diploma or high school equivalency certificate,Retired,Ontario,"Middle family Income: $60,000 - $10,000"
2,1,2,6,35,6,female,Married,High school diploma or high school equivalency certificate,Retired,Ontario,"High family Income: above $10,000"
2,1,2,1,35,2,female,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
1,6,3,1,35,6,male,"Single, never married",Trade certificate or diploma,Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
1,2,5,1,13,6,male,Living common-law,University certificate or diploma below the bachelor’s level,Working at a paid job or self-employed,New Brunswick,"High family Income: above $10,000"
1,1,1,6,24,3,male,Married,Less than high school diploma or its equivalent,Retired,Quebec,"Low family Income: below $60,000"
2,2,6,1,48,6,female,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Alberta,"High family Income: above $10,000"
1,1,3,6,46,3,male,Married,Trade certificate or diploma,Retired,Manitoba,"Low family Income: below $60,000"
2,1,6,1,35,6,female,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
2,6,6,1,11,3,female,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Prince Edward Island,"Low family Income: below $60,000"
1,5,7,2,59,2,male,Divorced,"University certificate, diploma or degree above the bach. . .",Looking for paid work,British Columbia,"Low family Income: below $60,000"
2,1,6,1,13,6,female,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,New Brunswick,"High family Income: above $10,000"
1,6,4,1,35,2,male,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
1,5,2,1,47,2,male,Divorced,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Saskatchewan,"Low family Income: below $60,000"
2,2,6,1,13,4,female,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,New Brunswick,"Middle family Income: $60,000 - $10,000"
2,1,4,1,10,6,female,Married,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Newfoundland and Labroador,"High family Income: above $10,000"
1,4,7,1,13,2,male,Separated,"University certificate, diploma or degree above the bach. . .",Working at a paid job or self-employed,New Brunswick,"Low family Income: below $60,000"
2,1,2,6,35,4,female,Married,High school diploma or high school equivalency certificate,Retired,Ontario,"Middle family Income: $60,000 - $10,000"
1,1,4,1,47,4,male,Married,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Saskatchewan,"Middle family Income: $60,000 - $10,000"
1,1,6,1,59,6,male,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,British Columbia,"High family Income: above $10,000"
2,1,6,1,48,4,female,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Alberta,"Middle family Income: $60,000 - $10,000"
